id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958,"Bright, Modern Garden Unit - 1BR/1BTH",1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,157,2,496,8/16/2025,2.53,1,224,41,STR-0006854
5858,Creative Sanctuary,8904,Philip Jonathon,,Bernal Heights,37.74474,-122.42089,Entire home/apt,250,30,105,8/6/2017,0.53,1,357,0,
8014,female HOST quiet fast internet market parking,22402,Jia,,Outer Mission,37.73077,-122.44827,Private room,67,4,90,7/3/2025,0.57,3,42,1,STR-0000974
8142,*FriendlyRoom Apt. Style -UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,10,7/30/2023,0.07,20,362,0,
8339,Historic Alamo Square Victorian,24215,Rosmarie,,Western Addition,37.77377,-122.43614,Entire home/apt,527,9,25,6/28/2019,0.13,1,327,0,STR-0000264
10537,Elegant & Cozy w/City views. Private room: Purple,36752,Teresa,,Bayview,37.7175,-122.39698,Private room,108,1,40,7/3/2025,0.21,3,363,8,2022-011003STR
10578,Classic Nob Hill Studio - Roof Deck,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,100,30,18,5/17/2015,0.11,1,275,0,
11490,Cozy Nob Hill Nook,42681,Rachael,,Nob Hill,37.7914,-122.41149,Private room,75,30,43,8/12/2025,0.23,1,74,2,
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,,32,7,6/11/2022,0.04,20,365,0,
12042,Sunny/Sunset view room UCSF/USF - San Francisco*,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,93,32,7,8/27/2025,0.05,20,365,1,
12522,Perfectly located Castro,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,99,3,518,5/21/2025,2.72,1,28,23,STR-0000057
18231,Loft-like Apt./Garden,70224,Arlene,,Noe Valley,37.74858,-122.42865,Entire home/apt,99,30,72,8/17/2024,0.39,1,230,0,
18904,Lower Haight Urban Zen With Private Bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,117,2,514,8/25/2025,3.07,1,34,32,STR-0000094
21334,Studio loft on top of Russian Hill,81455,Joseph Douglas,,Nob Hill,37.7962,-122.41562,Entire home/apt,250,30,125,8/10/2024,0.67,1,363,0,City registration pending
24111,Charming 2 Bd Rm Ocean View,96951,Jason,,Parkside,37.73807,-122.47554,Entire home/apt,100,120,0,,,1,365,0,
24463,"NEST of Potrero Hill - Quiet, Stylish & Convenient",99128,Cathryn,,Potrero Hill,37.75675583,-122.4001694,Private room,178,2,413,8/11/2025,2.22,2,245,19,STR-0000036
24723,"Guest Suite in PacHeights, Japantown & Fillmore St",100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,230,5,506,8/18/2025,2.7,2,186,42,STR-0007279
25094,San Francisco's Luxury Oasis Private Room On Noe,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,161,5,79,8/20/2025,0.71,1,317,5,STR-0002528
26488,Embarcadero High Rise with Views!,112300,Micheal,,Financial District,37.79146,-122.3932,Entire home/apt,1000,360,48,6/21/2012,0.26,1,365,0,
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,200,2,145,8/16/2025,0.79,1,280,10,STR-0001135
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,162,30,93,9/29/2019,0.5,1,273,0,City registration pending
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,360,1,823,8/28/2025,4.52,2,324,42,STR-0000073
38935,Sunny Room with Private Bathroom – The Mission,167046,Nani,,Mission,37.7493,-122.41965,Private room,,3,45,12/5/2023,0.24,2,0,0,2023-004141STR
39418,"Comfortable Home Base, Bernal Heights, great area!",169184,Theresa,,Bernal Heights,37.741,-122.42018,Entire home/apt,89,90,28,7/1/2025,0.16,1,294,1,
40092,Cute Private Apt in the hip Mission,172182,Brian Del Bove,,Mission,37.7617,-122.41887,Entire home/apt,161,30,108,7/29/2025,0.59,2,188,2,
41055,Quiet Cozy Castro Cottage,178043,Charles,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,131,4,90,1/2/2025,0.49,2,39,3,2023-009640STR
41423,Guest Cottage - SF,180715,Carrie,,Glen Park,37.7369,-122.43451,Entire home/apt,,30,160,1/27/2025,0.88,1,289,1,30 Day Minimum Stay Required
41609,Spacious Quiet SF Downtown Work-From-Home Retreat,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,179,30,30,3/23/2024,0.17,1,195,0,
41730,The 'Original' Urban Oasis SF,128327,Evelyn,,Castro/Upper Market,37.76156,-122.42943,Private room,74,30,123,9/7/2015,0.67,2,305,0,
42060,Duboce park Edwardian apartment.,183862,Cole,,Western Addition,37.76963,-122.4321,Entire home/apt,,60,10,6/1/2025,0.05,1,0,2,
45299,Private Castro Studio with king sized bed,178043,Charles,,Castro/Upper Market,37.76122,-122.43297,Entire home/apt,,3,177,8/12/2025,0.97,2,12,16,STR-0006646
46060,The Urban Oasis IV,128327,Evelyn,,Castro/Upper Market,37.76364,-122.42858,Private room,78,30,17,8/25/2025,0.09,2,90,1,
47486,Beautiful Historical Location. EZ  parking.,215133,Richard,,Ocean View,37.72377,-122.46962,Entire home/apt,,30,33,12/5/2020,0.18,1,0,0,
47682,One-bedroom apt.  Lafayette Park,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,131,30,39,7/31/2025,0.21,7,258,3,
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,1252,183,109,8/27/2022,0.6,1,358,0,
51773,Prime Location - Very Small Cozy Room,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,65,30,167,6/20/2025,0.96,7,160,1,
54518,Classic Downtown San Francisco,255971,Katherine,,Financial District,37.79337,-122.40198,Entire home/apt,135,30,24,8/9/2025,0.14,1,327,2,
54634,Studio Apartment Lafayette Park,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,128,30,52,5/19/2025,0.29,7,176,1,
55632,"❤️Stunning Luxury Apt, 5 star reviews, Laundry,",262875,Paul,,Outer Richmond,37.77927,-122.48432,Entire home/apt,170,30,13,3/28/2021,0.07,4,304,0,
55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",262875,Paul,,Twin Peaks,37.74778,-122.44566,Entire home/apt,120,30,34,5/4/2025,0.19,4,260,3,
57561,"Bernal Heights Apartment, Patio + Parking",272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,127,30,236,8/22/2025,1.31,1,306,5,City registration pending
57676,"Bartlett Gardens: Spacious, bright!",142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,,30,121,9/21/2019,0.69,2,0,0,STR-0000875
59831,Lovely quiet private room in Home,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,,60,1,5/23/2011,0.01,1,0,0,
60101,5BD Bernal Heights Urban Getaway Near 101/280,289376,Jennifer,,Bernal Heights,37.73482,-122.41559,Entire home/apt,343,4,27,8/4/2025,0.16,3,50,1,STR-0005251
60365,"Charming Victorian 3-Bdrms-2Ba, Parking, Location!",279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,322,30,265,7/1/2024,1.48,1,124,0,STR-0003775
62519,1 Bedroom w Ensuite bath in Charming  Edwardian,304426,Abhay,,Noe Valley,37.7422,-122.42996,Private room,,2,39,9/19/2024,0.3,2,0,1,STR-0000261
63247,Lovely art suite with yard,290120,Anne,,Mission,37.74921,-122.41422,Entire home/apt,263,2,444,7/27/2025,2.48,2,60,4,STR-0000315
64165,Great room in a fantastic location!,237691,Regina,,Marina,37.80284,-122.42839,Private room,155,30,79,7/1/2025,0.46,2,216,2,
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,321,30,51,10/22/2024,0.29,1,141,2,
69410,Private 1BR Inner Richmond Apartment,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,80,30,76,8/4/2025,0.44,1,72,5,
70139,Noe Valley Studio + Home Office,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,,30,19,8/18/2024,0.12,1,0,0,
70753,Single Bed In 8 Bed Dorm - Downtown @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,42,1,457,5/18/2025,2.57,5,271,4,428539
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,Jeffrey,,Bernal Heights,37.74409,-122.40846,Entire home/apt,166,3,417,8/23/2025,3.61,1,190,56,STR-0004597
72444,Single Bed In 8 Bed Quiet Dorm @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,52,1,583,6/17/2025,3.32,5,271,9,428539
77175,Private Studio with Kitchenette,395569,Tyler,,Glen Park,37.73711,-122.43525,Entire home/apt,121,3,440,8/16/2025,2.51,1,142,35,STR-0000227
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,86,30,92,10/25/2019,0.53,2,364,0,STR-0000875
80394,Hideaway in the Haight,126930,Abla,,Haight Ashbury,37.77065,-122.44433,Entire home/apt,,30,26,5/29/2022,0.19,1,0,0,STR-0003597
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,83,30,39,8/30/2025,0.22,1,207,4,
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,72,21,117,8/23/2025,0.67,1,342,4,STR-0000187
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,226,30,93,1/1/2019,0.55,1,365,0,City registration pending
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,66,30,143,8/22/2025,0.82,7,151,1,
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76945,-122.42456,Entire home/apt,,4,24,7/18/2025,0.14,1,0,1,2024-005671STR
105497,Private Room in San Francisco!,547669,Jamie,,Outer Sunset,37.75699,-122.4973,Private room,,45,4,8/16/2019,0.04,4,0,0,
109883,San Francisco Serenity private/ lovely home,566147,Adam,,West of Twin Peaks,37.73241,-122.46432,Entire home/apt,127,2,534,8/24/2025,3.08,1,306,35,STR-0001746
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home/apt,120,30,35,7/9/2017,0.22,2,335,0,
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,590,7,36,8/21/2025,0.27,1,292,4,STR-0001525
130775,Emergency happy room-sink  UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,,32,11,8/17/2019,0.07,20,365,0,
132441,"Calm & Cool, Safe & Sunny on Bernal Hill",650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,82,1,212,8/3/2025,1.23,1,250,12,2024-009040STR
137129,San Francisco Luxury Rental,639671,Mark,,Inner Richmond,37.78733057,-122.4637142,Entire home/apt,440,2,11,8/16/2025,0.16,1,63,6,2025-004680STR
138221,Lone Mountain Pied A Terre,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home/apt,140,30,88,3/31/2025,0.51,2,93,1,
138592,Modern Architectural Gem - 4 Bdrm,648553,Julie,,Noe Valley,37.75635,-122.42864,Entire home/apt,1005,5,38,8/5/2025,0.22,1,221,3,STR-0005356
144978,Prime Location - Small Basic Room,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,59,30,124,8/31/2025,0.72,7,270,1,
147443,Best Views in all of San Francisco,709325,Mark,,Diamond Heights,37.74633,-122.44591,Entire home/apt,190,30,107,5/31/2023,0.62,4,254,0,
148627,Marina Studio w/ Private Entrance + Full Kitchen,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,123,30,121,2/15/2025,0.72,4,185,1,
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,80,30,99,8/3/2025,0.73,4,329,2,
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,Brian Del Bove,,Mission,37.75981,-122.4188,Entire home/apt,154,30,135,3/8/2025,0.78,2,282,3,
166771,DOWNEY STREET - Victorian Flat,794467,Timothy Thomas,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,,30,177,7/13/2025,1.04,1,0,3,
175090,Financial Dist. Near Union Square/North Beach,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,85,30,33,8/9/2025,0.19,5,216,3,
175102,Financial District: Rooftop deck.Near dining/shops,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,99,30,58,8/10/2025,0.34,5,171,2,
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,261,3,371,8/23/2025,2.3,1,299,17,STR-0000017
193292,Nice Rooms With Private 1/2 Bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,100,30,63,9/22/2014,0.38,1,337,0,
199480,One room overlooking Precita Park,974441,Peter,,Bernal Heights,37.74554,-122.412,Private room,,30,208,12/14/2023,1.22,1,0,0,2023-006836STR
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,252,30,79,7/29/2025,0.46,1,364,1,City registration pending
208831,Suite in Heart of North Beach.,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,151,3,684,8/8/2025,4.03,1,226,42,STR-0000318
209514,Haight Ashbury Experience Room 2,1032643,Joshua Martin,,Haight Ashbury,37.77255,-122.44985,Private room,92,1,680,8/11/2025,4,5,357,31,STR-0001099
212783,Haight Ashbury Experience Room 1,1032643,Joshua Martin,,Haight Ashbury,37.77085,-122.44814,Private room,98,1,664,8/16/2025,3.9,5,352,33,STR-0001099
213532,Haight Ashbury Experience Room 4,1032643,Joshua Martin,,Haight Ashbury,37.77175,-122.45012,Private room,94,1,754,8/16/2025,4.44,5,339,30,STR-0001099
218006,ASHA BAY Little private Room,812808,Mukt,,Excelsior,37.72525,-122.43013,Private room,52,2,138,10/27/2024,0.81,1,51,2,STR-0003069
220418,Haight Ashbury Experience Room 3,1032643,Joshua Martin,,Haight Ashbury,37.77031,-122.44948,Private room,78,1,625,8/15/2025,3.68,5,348,47,STR-0001099
231129,Nob Hill Mini Mansion,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,985,3,77,7/6/2025,0.46,5,129,3,2025-000048STR
232060,Forest Garden Suite Near UCSF,1214006,Arturo,,Inner Sunset,37.75893,-122.4664,Entire home/apt,111,30,125,7/31/2025,0.76,1,282,5,
238204,Spacious Getaway Near the Ocean,1248132,Maria Gee Tan,,Parkside,37.74245617,-122.5042314,Entire home/apt,148,3,328,8/16/2025,1.94,1,248,16,STR-0000446
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.7760849,-122.4555206,Private room,91,2,517,8/26/2025,3.08,1,323,29,2023-004361STR
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,3,180,7/29/2025,1.07,1,90,4,STR-0000224
269756,Twin Peaks Home Available for 3+ Month Stays,1409731,Daniel,,Twin Peaks,37.75265,-122.45092,Private room,,90,6,8/12/2016,0.05,1,0,0,STR-0000585
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,,30,135,2/14/2021,0.86,2,0,0,
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,,4,35,7/21/2022,0.24,2,0,0,STR-0000036
274334,Clean Suite with private bath near Ocean Beach,1434669,Lisa,,Outer Sunset,37.7517,-122.5051,Private room,80,3,222,8/21/2025,1.34,1,104,26,2025-006946STR
279184,Stay in a historic apt in the heart of the Mission,1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,,4,13,7/3/2019,0.08,2,0,0,STR-0002616
308885,North Beach Best Location and View,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,125,30,114,8/1/2025,0.72,2,344,1,
314248,Pacific Heights 3 bedroom home with garage,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,900,4,83,8/17/2025,0.58,1,346,10,STR-0000133
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,112,8/12/2025,1.27,2,166,13,STR-0003012
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.76122,-122.42319,Entire home/apt,,4,191,8/17/2025,1.16,1,0,10,STR-0006973
326650,Lovely beautiful Apt Pac Fillmore,1670339,Michele,,Western Addition,37.78457,-122.43177,Entire home/apt,158,30,32,8/7/2015,0.2,2,335,0,
329020,The Clock Tower Loft circa 1907.,326840,Jorge,,South of Market,37.78377,-122.39275,Entire home/apt,,30,5,9/30/2016,0.03,1,0,0,
330535,Victorian Flat amongst the Trees.,625762,Lindsea Taylor,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,175,30,122,8/10/2025,0.74,2,301,3,
338849,Best area Bright LARGE Beautiful,1670339,Michele,,Western Addition,37.78599,-122.43232,Private room,96,30,3,10/16/2014,0.02,2,335,0,
348714,Elegant Queen Ann Victorian Studio,78610,George,,Haight Ashbury,37.77347,-122.44364,Private room,159,3,484,8/25/2025,2.97,1,320,32,STR-0000173
350479,"Sunny, garden view bedroom",1776403,Natallia,,Mission,37.75783,-122.41063,Private room,70,30,67,8/25/2025,0.42,5,336,5,STR-0000166
353292,"Mid-Century Modern Flat, Central Locale",1789683,Thomas,,Western Addition,37.77201,-122.4297,Private room,90,30,27,2/26/2025,0.17,1,353,1,STR-0003832
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,Jonathan,,Presidio Heights,37.78146,-122.45619,Entire home/apt,75,30,254,2/15/2024,1.55,2,165,0,STR-0000138
377569,Cozy room in the Mission,1897399,Alessandra,,Mission,37.75121,-122.40993,Private room,40,30,121,4/19/2024,0.75,1,332,0,STR-0003301
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76646,-122.44425,Entire home/apt,123,3,480,8/26/2025,2.98,1,338,32,STR-0000963
394575,Grand and Cozy 1920's SF Studio,1190192,Michael,,Bernal Heights,37.74131,-122.41179,Entire home/apt,124,2,587,8/4/2025,3.61,1,225,25,2025-000162STR
410762,private room in large appartment,1964252,Inna,,Inner Richmond,37.77843,-122.46988,Private room,,30,3,4/28/2017,0.02,1,0,0,
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79395,-122.42609,Entire home/apt,115,30,35,6/27/2025,0.22,7,219,3,
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,Natallia,,Mission,37.75686,-122.41019,Entire home/apt,118,30,39,6/17/2025,0.25,5,260,2,STR-0000166
424846,San Francisco Pied-à-terre,2112291,Martha,,Inner Richmond,37.7835,-122.47445,Private room,197,2,256,8/4/2025,1.91,1,300,4,STR-0001079
437385,"Tranquil Queen Suite/Private Bath, Coastal Access",2172763,Melanie,,Outer Richmond,37.77901881,-122.5037572,Private room,146,2,339,8/19/2025,2.1,1,250,21,STR-0000204
438940,Classic Room in the Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.758919,-122.434776,Private room,85,2,206,8/27/2025,1.28,2,308,42,STR-0001810
438967,Big Sunny Room in The Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.75891876,-122.4347763,Private room,82,2,31,8/24/2025,0.19,2,300,4,STR-0001810
442349,Right in the middle living,2198022,Judith,,Western Addition,37.77528,-122.42706,Entire home/apt,,30,18,10/1/2020,0.11,1,0,0,City registration pending
442397,OceanBeach 2bdrm2Bath FreeParking!,2198311,Marianne,,Outer Sunset,37.7587,-122.5088,Entire home/apt,293,4,170,8/28/2025,1.05,1,104,11,STR-0002072
444675,"Art Deco SF 3BR | Bay Views, Garage & Backyard",399251647,Judy,,Glen Park,37.74088,-122.43251,Entire home/apt,376,30,13,1/7/2024,0.08,2,333,0,
455783,Queen Size Bed in Private Room with Loft at Beach,1421509,Matthew,,Outer Sunset,37.7541,-122.50854,Private room,,30,98,2/8/2021,0.79,2,0,0,
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.74033,-122.47144,Entire home/apt,160,30,453,7/16/2025,2.81,1,359,1,STR-0000132
467507,Gorgeous Bernal Heights Studio Apartment,2320888,Jennifer,,Bernal Heights,37.74797,-122.41111,Entire home/apt,,3,436,8/18/2025,2.7,1,296,38,STR-0005349
468490,Penthouse Panoramic View Home with Decks,285168,Bill,,Russian Hill,37.80109,-122.41385,Entire home/apt,413,2,103,8/17/2025,0.72,1,245,10,2025-004397STR
474107,Two cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72369,-122.42865,Private room,85,2,165,8/18/2025,1.67,1,111,10,STR-0007772
487019,Stunning Bright 3 br/2ba in Potrero Hill,2410550,Cecile,,Potrero Hill,37.75512314,-122.3990479,Entire home/apt,235,5,41,8/13/2025,0.26,2,266,3,2025-003088STR
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,130,30,207,8/3/2025,1.29,1,239,7,
493889,Spacious 1brm w/ breathtaking view,2439917,Germaine,,Outer Mission,37.72833,-122.44125,Entire home/apt,194,4,116,5/15/2024,0.72,1,303,0,STR-0007281
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77988,-122.48488,Entire home/apt,145,3,274,8/10/2025,1.72,2,325,21,STR-0007059
501770,Contemporary Home with Mid-Century Modern Design,2475480,Arthur,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220,365,109,9/26/2022,0.68,1,364,0,
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,,3,126,8/17/2025,0.8,1,10,7,STR-0000323
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,116,31,81,2/1/2025,0.5,1,99,1,1025574
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,87,30,11,8/16/2019,0.11,1,88,0,
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,Jennifer,,Bernal Heights,37.73466,-122.41694,Entire home/apt,405,4,28,11/30/2024,0.21,1,159,1,2023-010271STR
537133,Lovely unit with decks. Near restaurants & shops.,127367,Michelle,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,140,30,9,11/18/2023,0.06,5,330,0,
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,Linda,,Outer Richmond,37.77458041,-122.4816229,Entire home/apt,82,2,1234,8/28/2025,7.69,2,97,88,STR-0004160
555596,Charming Noe Valley Garden Oasis,1772044,Judy,,Noe Valley,37.74402,-122.43729,Entire home/apt,114,4,249,8/28/2025,1.56,1,26,36,2022-010573STR
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,Steve,,Inner Richmond,37.77689,-122.45594,Entire home/apt,475,3,50,8/25/2025,0.31,1,5,6,STR-0000410
561602,"Great view in the Mission, 15 mins by bus downtown",2760904,Matthew,,Bernal Heights,37.74403,-122.41755,Private room,84,4,319,8/12/2025,2,1,129,26,STR-0001006
568161,Comfortable Room in Glen Park (SF),2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,85,2,449,8/10/2025,2.84,1,316,24,STR-0000331
571042,SF Amazing Views Award-Winning Design,1550529,Shannon,,Haight Ashbury,37.76829,-122.43968,Entire home/apt,448,30,13,9/1/2021,0.08,1,304,0,STR-0001512
571142,Top Rated San Francisco Airbnb! Sunny & Good Vibes,2072534,Adam,,Inner Sunset,37.76459,-122.45483,Entire home/apt,148,30,51,8/17/2025,0.32,2,173,2,
578097,2-Bed 2-Bath Lower Haight Apt with Deck!,560790,Karen,,Western Addition,37.77082,-122.43052,Entire home/apt,,6,20,8/9/2025,0.13,1,0,3,STR-0006877
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,Linda,,Outer Richmond,37.77547,-122.48116,Entire home/apt,68,2,1172,8/21/2025,7.33,2,111,96,STR-0004160
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,Joseph Edward,,Russian Hill,37.79769,-122.41155,Entire home/apt,324,7,39,2/23/2025,0.26,3,357,3,STR-0005739
592883,Quiet bedroom with private bathroom,1776403,Natallia,,Mission,37.75594,-122.41105,Private room,86,30,92,2/28/2025,0.61,5,192,6,STR-0000166
593253,Lower Haight Victorian room,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,115,5,432,8/24/2025,2.71,1,318,16,STR-0002926
602535,Charming Victorian in Vibrant Noe Valley,2981490,Sabra,,Noe Valley,37.74290826,-122.4282502,Entire home/apt,,2,44,5/29/2025,0.28,1,0,15,STR-0005920
604221,Sun filled 2BR WFH Haven (800Mbps w backup modem),2991110,Wenguang,,Downtown/Civic Center,37.78239,-122.41833,Entire home/apt,130,55,26,10/4/2024,0.16,3,122,1,
607500,Newly Renovated - San Francisco in Style,1805856,Adam Mitchell,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,1275,4,75,8/4/2025,0.48,1,351,4,STR-0006059
626349,Sunny Modern Luxury Condo!,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,165,30,60,8/17/2025,0.38,1,74,4,
632303,Artful SF Apt | Steps to Trails,399251647,Judy,,Glen Park,37.73932,-122.43337,Entire home/apt,135,30,28,8/4/2025,0.18,2,317,1,
633629,Room(s) with Private Sitting Area,3151325,Andrea,,Outer Mission,37.73175,-122.44106,Private room,128,1,91,9/29/2024,0.66,1,180,1,2025-006106STR
642672,Gorgeous 1BR - heart of Noe Valley,611216,Yasaman,,Bernal Heights,37.74584,-122.42412,Entire home/apt,99,30,5,11/26/2012,0.03,1,107,0,
646275,San Francisco Living Like A Local,1094388,Lynnore,,Bernal Heights,37.74762,-122.41584,Entire home/apt,182,4,136,8/4/2025,0.86,1,179,2,2023-005026STR
648086,Private room and Private bath.,3250518,Parmjit Singh,,Bernal Heights,37.74189,-122.41902,Private room,79,3,382,7/28/2025,2.42,1,127,16,STR-0001829
654279,Quiet Room in Our Friendly Home,3289160,Christopher,,Bayview,37.74444,-122.40408,Private room,95,3,400,8/19/2025,2.52,1,211,25,2024-003498STR
663623,Grand victorian flat in mission SF,119920,Gwen,,Mission,37.7562,-122.40944,Entire home/apt,216,7,57,8/15/2025,0.42,1,291,4,STR-0001506
664307,Private Room: Escape to the Mission,3355966,Geoff,,Mission,37.75292,-122.4186,Private room,81,2,542,8/28/2025,3.42,2,339,31,STR-0005178
664315,Home in the Heart of the Mission,3355966,Geoff,,Mission,37.75502,-122.41889,Entire home/apt,,7,6,1/3/2019,0.04,2,0,0,STR-0005118
671513,Sunny San Francisco Spot near Golden Gate Park!,2072534,Adam,,Inner Sunset,37.76618,-122.45311,Entire home/apt,148,30,9,3/30/2024,0.06,2,173,0,
678556,Cheerful Private Garden Studio,3453060,Lorraine,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,157,4,557,8/22/2025,3.53,1,174,43,STR-0000027
